taxid	pg	order	mlst	azm_mic	azm_int	azm_cat	cfm_mic	cfm_int	cfm_cat	cip_mic	cip_int	cip_cat	cro_mic	cro_int	cro_cat
GCGS1016	6	53	1901	1	1.0-1.0	S	0.5	0.5-0.5	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1017	3	539	1920	0.25	0.25-0.25	S	0.016	0.016-0.016	S	0.004	0.004-0.004	S	0.016	0.016-0.016	S
GCGS1018	5	360	1901	2	2.0-2.0	R	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1019	12	747	8154	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1020	1	588	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1021	1	590	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1022	4	1095	1580	16	16.0-16.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS1023	5	368	8153	0.5	0.5-0.5	S	NA	0-Inf	s	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS1024	1	585	1901	0.5	0.5-0.5	S	0.032	0.032-0.032	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1025	4	1038	8126	8	8.0-8.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1026	5	394	1901	16	16.0-16.0	R	NA	0-Inf	s	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1027	1	574	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1028	8	787	1595	0.5	0.5-0.5	S	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1029	8	806	11411	0.25	0.25-0.25	S	1	1.0-1.0	R	0.125	0.125-0.125	S	1	1.0-1.0	R
GCGS1030	4	998	1580	2	2.0-2.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS1031	4	995	1580	2	2.0-2.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS1032	4	996	1580	2	2.0-2.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1033	4	997	1580	2	2.0-2.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS1034	4	883	1580	8	8.0-8.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1035	1	600	1901	0.5	0.5-0.5	S	0.032	0.032-0.032	S	32	32.0-32.0	R	0.125	0.125-0.125	R
GCGS1036	1	586	1901	0.5	0.5-0.5	S	0.032	0.032-0.032	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1037	5	291	1901	0.5	0.5-0.5	S	NA	0-Inf	s	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS1038	1	619	1901	0.5	0.5-0.5	S	NA	0-Inf	s	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS1039	3	521	1579	4	4.0-4.0	R	NA	0-Inf	s	0.03	0.03-0.03	S	0.06	0.06-0.06	S
GCGS1040	3	522	1579	4	4.0-4.0	R	NA	0-Inf	s	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS1041	5	315	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1042	6	165	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1043	3	464	1579	2	2.0-2.0	R	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1044	3	467	1579	2	2.0-2.0	R	NA	0-Inf	s	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS1045	3	465	1579	2	2.0-2.0	R	NA	0-Inf	s	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS1046	8	808	1932	0.5	0.5-0.5	S	NA	0-Inf	s	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS1047	3	501	12091	2	2.0-2.0	R	NA	0-Inf	s	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS1048	11	699	1584	16	16.0-16.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1049	6	202	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1050	1	577	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1051	6	201	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1052	6	199	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1053	10	765	1590	0.5	0.5-0.5	S	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1054	5	316	1901	2	2.0-2.0	R	NA	0-Inf	s	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1055	3	463	1579	2	2.0-2.0	R	NA	0-Inf	s	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS1056	6	203	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1057	6	200	1901	0.5	0.5-0.5	S	1	1.0-1.0	R	6	6.0-6.0	R	0.25	0.25-0.25	R
GCGS1058	5	406	1901	0.25	0.25-0.25	S	NA	0-Inf	s	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS1059	1	578	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1060	5	311	1901	1	1.0-1.0	S	NA	0-Inf	s	4	4.0-4.0	R	0.008	0.008-0.008	S
GCGS1061	1	593	1901	0.063	0.063-0.063	S	0.032	0.032-0.032	S	8	8.0-8.0	R	0.016	0.016-0.016	S
GCGS1062	4	881	1580	8	8.0-8.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS1063	1	636	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1064	1	581	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1065	1	615	1579	0.5	0.5-0.5	S	NA	0-Inf	s	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS1066	1	596	1901	0.5	0.5-0.5	S	NA	0-Inf	s	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS1067	1	616	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1068	6	229	10241	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS1069	5	290	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1070	5	437	1901	0.5	0.5-0.5	S	NA	0-Inf	r	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1071	5	388	1901	0.5	0.5-0.5	S	NA	0-Inf	s	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS1072	5	387	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1073	5	401	8110	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1074	1	597	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1075	2	823	1893	0.5	0.5-0.5	S	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1076	8	732	11413	1	1.0-1.0	S	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1077	6	141	1901	2	2.0-2.0	R	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1078	6	113	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1079	6	143	1901	1	1.0-1.0	S	NA	0-Inf	s	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS1080	5	323	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1081	4	1020	1580	8	8.0-8.0	R	NA	0-Inf	s	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1082	4	1080	1580	16	16.0-16.0	R	NA	0-Inf	r	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1083	4	1079	1580	16	16.0-16.0	R	NA	0-Inf	r	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1084	5	430	1901	1	1.0-1.0	S	NA	0-Inf	s	32	32.0-32.0	R	0.03	0.03-0.03	S
GCGS1085	5	385	1901	0.5	0.5-0.5	S	NA	0-Inf	s	4	4.0-4.0	R	0.008	0.008-0.008	S
GCGS1086	5	325	1901	1	1.0-1.0	S	NA	0-Inf	s	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS1087	5	326	1901	2	2.0-2.0	R	NA	0-Inf	s	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS1088	5	324	1901	1	1.0-1.0	S	NA	0-Inf	s	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS1089	5	322	1901	1	1.0-1.0	S	NA	0-Inf	s	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS1090	6	157	1901	1	1.0-1.0	S	NA	0-Inf	s	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS1091	6	156	1901	0.5	0.5-0.5	S	NA	0-Inf	s	16	16.0-16.0	R	0.008	0.008-0.008	S
GCGS1092	5	298	1901	0.125	0.125-0.125	S	NA	0-Inf	s	2	2.0-2.0	R	0.008	0.008-0.008	S
GCGS1093	1	584	1901	0.5	0.5-0.5	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS1094	5	312	1901	1	1.0-1.0	S	0.008	0.008-0.008	S	2	2.0-2.0	R	0.004	0.004-0.004	S
GCGS1095	2	847	1893	0.5	0.5-0.5	S	1	1.0-1.0	R	0.015	0.015-0.015	S	1	1.0-1.0	R
GCGS1096	11	725	1584	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS1097	2	867	1587	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.06	0.06-0.06	S	0.03	0.03-0.03	S
GCGS1098	5	378	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS1099	1	622	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1100	5	345	1901	0.25	0.25-0.25	S	0.015	0.015-0.015	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS1101	5	337	1579	0.25	0.25-0.25	S	0.008	0.008-0.008	S	8	8.0-8.0	R	0.008	0.008-0.008	S
GCGS1102	1	623	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS1103	8	689	10932	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS1104	5	330	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
